"date"	"pr.87544"	"pr.87448"	"pr.87453"	"pr.87534"	"pr.87468"	"pr.87484"	"pr.87537"	"pr.87548"	"pr.87532"	"pr.87540"	"pr.87550"	"pr.87616"	"pr.87623"	"pr.87624"	"pr.87637"	"pr.87640"	"pr.87679"
1961-10-11	0	0	1.3	0	NA	1	NA	0	4	0.2	0	5	14.1	12	NA	3.5	13.4
1961-10-12	0	0	7.7	0	NA	0	NA	0	0	1.3	0	0.3	1	1.1	NA	0	1.6
1961-10-13	10.6	0	0.2	0	NA	5.2	NA	0.5	10.4	9.5	5.2	9.3	3.4	3.7	NA	3	2
1961-10-14	0.2	42.3	28.5	17	NA	0	NA	0.6	14.3	5.6	2.8	5.8	10.3	13	NA	0	0
1961-10-15	22.3	28.9	34.5	28.4	NA	1.2	NA	1.1	44	27.5	8.8	28	21.2	31	NA	16	7.6
1961-10-16	36.8	17	14.5	3.1	NA	22.8	NA	27.6	NA	5	53.9	4	3.5	3.6	NA	39	0.4
1961-10-17	0	0	0	0.7	NA	0	NA	0	0	0	0	0	0	0	NA	0	1.1
1961-10-18	0.1	0	0	1	NA	0	NA	4.1	5.5	0	4.8	2.6	1	0	NA	0	0
1961-10-19	57.5	1	47.3	22.5	NA	2.5	NA	29	21.2	17.3	34	3.8	9.4	10.7	NA	48	0.3
1961-10-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	1.1
1961-10-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-10-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-10-23	0	0	0	0	NA	0	NA	0	0	0	0	5.4	2.2	2	NA	0	0
1961-10-24	0	0	0	0	NA	0	NA	0	0	0	0	0.5	0.3	2	NA	0	1.4
1961-10-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-10-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-10-27	0	0	NA	0	NA	0	NA	0	0	0	0	2.4	1.2	1.2	NA	10	0
1961-10-28	9.7	15	23.8	22.3	NA	0	NA	0	12.9	43	3.2	11	0.9	3.7	NA	35	1.8
1961-10-29	0.6	0	0	0	NA	5.2	NA	30.7	0	2.3	26	0	0	0	NA	1	0
1961-10-30	0	0	0	0	NA	3.8	NA	5.6	0	0	0.2	0	0	0	NA	0	0
1961-10-31	0	0	0	0	NA	11	NA	0	0	0	3.4	0	0	0	NA	0	0
1961-11-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-02	0	0	0	0	NA	0	NA	0	0	0	0	7.3	2.5	1.4	NA	0	1.1
1961-11-03	0.9	5.5	8	13	NA	5.2	NA	1	0	3.2	4	0	0	0	NA	10	11.4
1961-11-04	0	0	0.5	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-07	0	0	0	0	NA	0	NA	0	0	0	0	0.2	0	0	NA	0	0
1961-11-08	19.4	26.4	39	54	NA	23.8	NA	46.8	19.1	28.7	37	7	24.2	27.5	NA	23	12.8
1961-11-09	0.4	0	0	0	NA	0	NA	0.2	0	0	0	0	0	0	NA	3	0
1961-11-10	0	3.6	0.8	0	NA	0	NA	0	0	0	0	2.5	0	0	NA	0	0
1961-11-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-12	0	0	26.7	1	NA	0	NA	0	3	9.4	0	1.6	1.4	9	NA	2	5.5
1961-11-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-14	0	0	0	1	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-15	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-16	0	0	0	0	NA	0	NA	0	0	0	0	16	16.9	8.5	NA	0	15
1961-11-17	15.8	0	2	0	NA	25.6	NA	14.2	6.9	9	18.9	0	0.2	1.3	NA	14	1.7
1961-11-18	0	0	2.1	4.2	NA	25.2	NA	4.3	0	0	3.5	0	0	0	NA	0	0
1961-11-19	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-20	0	0	2.6	0	NA	0	NA	0	1	0	0	0	0	0	NA	0	0.3
1961-11-21	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-22	0	9.4	6.9	2	NA	0.5	NA	0	2	5.3	0	0	0	2.5	NA	2	0
1961-11-23	0	0	0	0	NA	0	NA	0	0	0	5.5	0	0	0	NA	0	0
1961-11-24	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0
1961-11-25	0	NA	0	0	NA	0	NA	25	0	0	0	0	0	0	NA	0	0
1961-11-26	0	19.8	15.4	35	NA	0	NA	0	35.2	3.5	0	4	2.6	16	NA	0	0
1961-11-27	15.2	0	0	0	NA	0.3	NA	0.9	9.8	10.5	9.7	0	4.3	5.8	NA	3.5	0
1961-11-28	2.1	0	0	0	NA	0	NA	0	0.3	3.5	0.5	0	0	0	NA	1	0
1961-11-29	4.8	NA	63.5	22.6	NA	32.8	NA	57	13.6	2.5	12	32.5	18	4.2	NA	2.5	17.3
1961-11-30	0	14.4	5.5	1	NA	0	NA	0.2	0	0	0	0	0	0	NA	26.5	11.3
1961-12-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-03	0	6.7	2	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-04	0	0.1	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	1
1961-12-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	39.9
1961-12-07	64.6	21	25	42	NA	34.5	NA	34.5	5.7	33.5	38	4.5	13	21.5	NA	NA	16.4
1961-12-08	0	0.2	6.1	2	NA	1.5	NA	0.3	0	0	0	0	0	0	NA	NA	0
1961-12-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-12	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-14	0	21.4	5.1	0	NA	4.8	NA	0.8	1.7	0	0	0	2.3	0	NA	NA	0
1961-12-15	32	0	0	3.8	NA	32.9	NA	44.9	0	42	20.7	0	0	0	NA	NA	0
1961-12-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-17	11.4	25.5	2.5	16.3	NA	0	NA	0	10.6	14	0	0	0	0	NA	NA	0
1961-12-18	4.6	0.4	51	5.3	NA	39.5	NA	4	0	0.1	1.3	0	0	0	NA	NA	0
1961-12-19	0	0	1.1	1.2	NA	30.4	NA	9.8	0	0	4	0	0	0	NA	NA	6.1
1961-12-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-21	0	0	0	0	NA	0	NA	0	2	0	0	0	0	0	NA	NA	0
1961-12-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0
1961-12-26	8.4	23.9	8.5	23.1	NA	0	NA	0.1	16	4	0	10	0	0	NA	NA	0.7
1961-12-27	0	0	0	0	NA	0	NA	12.3	0	0	0	0	0	0	NA	NA	0
1961-12-28	0	0	0	0	NA	0	NA	0	0	8	0	0	0	0	NA	NA	0
1961-12-29	0	35.5	29.8	0	NA	0	NA	0	2	0	0	0	0	0	NA	NA	0
1961-12-30	0	25.6	1.7	0.5	NA	0	NA	0	0	0	0	0.7	0	0	NA	NA	7
1961-12-31	7	3.8	4.2	32.4	NA	3.5	NA	6.7	6	8.5	12	18.4	17.3	0	NA	NA	20.8
1962-01-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	2.7	0	2
1962-01-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0.9	0	1
1962-01-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-04	0	2.6	4	0	NA	0	NA	0.6	0	0	0	0	0	0	0	0	0
1962-01-05	0	0	0	6	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-06	0	0	0	0	NA	0	NA	2	0	2	0	0	0	0	0	3	0
1962-01-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0.6	0
1962-01-08	0	2.7	35.5	2.7	NA	6.4	NA	4.6	0	1.5	0	0	0	0	0	0	0
1962-01-09	0	3.8	0	0.5	NA	0	NA	0.6	0	0	0	0	0	0	0	0	0
1962-01-10	6.5	48.4	35.4	13	NA	3.5	NA	11.2	1.4	0	0.9	0.8	9.5	0	6.8	1	1
1962-01-11	10.3	20	0.2	1.8	NA	12.3	NA	7.4	10.6	1	6.2	20.6	1	0	6.5	0	0.2
1962-01-12	20.2	6	17.1	27	NA	14	NA	63.2	27.2	21.7	30	3.9	18.5	0	2.4	30	1.6
1962-01-13	2.6	0	20.3	3.4	NA	2	NA	1.6	0.4	0.2	0	0	0	0	1.6	6.5	0
1962-01-14	0	0	0	0	NA	0	NA	0.3	0	0	0	0	0	0	0	0	0
1962-01-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-18	0	0	0	0	NA	0	NA	0	0.4	0	0	0	0	0	0	0	0
1962-01-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-21	0	0	24	0	NA	0	NA	0	0	0	0	0	0	0	0	0	2.3
1962-01-22	8.2	7.4	15.2	9	NA	2.5	NA	1.4	0	12	7.5	0	0	0	0	3.6	0
1962-01-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	16	0
1962-01-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-26	0	0	0	0	NA	0	NA	0	0	0	0	1.7	0	0	0	0	0
1962-01-27	2.1	0	0	0	NA	0	NA	0	0	1	0	0	0	0	0	1	0.3
1962-01-28	0	0	0	0	NA	0	NA	0	0	0	0	2	0	0	6.6	0	36
1962-01-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	3.6	0	4.8
1962-01-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-01-31	0	5.8	0.6	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-01	0	8	2.1	1.1	NA	0	NA	0	0.1	0	0	0	0	0	0	0	0
1962-02-02	0	0	0	0	NA	0	NA	0	0	0	NA	0	0	0	0	0	0
1962-02-03	2.5	0	0	0	NA	0	NA	0	18.2	0	NA	3.3	0	0	0	23.5	0.3
1962-02-04	0	0	0.8	0	NA	0	NA	0	0	0	NA	1	0	0	0	0	0
1962-02-05	0	79	1.8	42	NA	0	NA	0	0.3	0	NA	11.7	0	0	0	0	0
1962-02-06	0	0	0	1	NA	0	NA	0	0	0	NA	6	0	0	0	0	0
1962-02-07	0	1	0	0	NA	0	NA	0	0	0	0	9.5	0	0	0	0	0
1962-02-08	0	0.9	10	0.8	NA	0	NA	0	1.8	0	0	3.5	0	0	0	0	0
1962-02-09	0	0.9	0	0	NA	0	NA	0	0	0	0	0	8	0	0	0	0
1962-02-10	0.6	0	0	0	NA	0.6	NA	0	9.6	5	0	0	0	0	0	0	0
1962-02-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-12	5.5	20.2	2.6	7.4	NA	0	NA	0	7.2	6.5	2.8	7.5	11	0	1.9	6	5
1962-02-13	0	10	10.5	0	NA	0	NA	0	0	0	1.2	4	0	0	1.7	0	9
1962-02-14	0	0	3	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-16	6.2	2	0.9	2.3	NA	1.1	NA	23	3	4.6	8.5	0	0	0	0	0	0
1962-02-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-20	4.6	0	0	0	NA	0	NA	0	1	3.5	7.2	0	0	0	0	0	0
1962-02-21	0	0	1.8	0	NA	0	NA	1	0	0.2	0.1	0	0	0	0.5	0	0
1962-02-22	0	0	0.9	0	NA	0	NA	0	0	0	0	0	0	0	1.6	0	0
1962-02-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-02-26	0	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	0	0
1962-02-27	0	0	0	0	NA	0	NA	0	0	0	0	11.8	0	0	0	0	0
1962-02-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-01	0	0	0	0	NA	0	NA	0	0	0	0	0.7	0	0	0	0	0
1962-03-02	0	4.9	3.7	30	NA	0	NA	3	0.2	0	0	0	0	0	0	0	0
1962-03-03	1.2	19	27.5	20	NA	0	NA	0	0	0	0	2	0	0	5	0	1.2
1962-03-04	0	0	0	0	NA	0	NA	0	0	4.3	1.5	0	0	0	1	55	0
1962-03-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0.2
1962-03-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-08	0	38.3	21.8	12.2	NA	28.4	NA	9.7	3	0	13.6	0	0	0	0	0	0
1962-03-09	0	0	0	0	NA	0	NA	0	0	0	0.3	0	0	0	0	0	0
1962-03-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-11	0	0	0	1.1	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-12	0	0	0	0	NA	0	NA	0	0	0	0	0	3.1	0	0	0	0
1962-03-13	1.4	0	0	0	NA	0	NA	6.2	0	1	3.9	0	6.2	6	0.2	0	0.5
1962-03-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-20	0	0	0	2.7	NA	6.8	NA	0.4	0	0	0	0	0	0	0	0	0
1962-03-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-24	18.2	0	20	1	NA	15.4	NA	1.7	0	0	2.7	0	8.7	63	6.5	5	2.7
1962-03-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-26	0	57.2	64.3	2	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-27	0.3	0	3.5	11	NA	9	NA	7	1.8	0.5	0	4	12.7	14	1	0	3.2
1962-03-28	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	14.5	0	25.3
1962-03-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-03-30	2.5	0	0	0	NA	1.8	NA	0.8	0.3	3	9.5	0	8.5	7	8.5	3	13.4
1962-03-31	3.9	2.6	10.9	3.2	NA	9	NA	72.2	0	11	33.8	0	0	0	0	6	0
1962-04-01	0	0	0.3	0	NA	1.1	NA	0.7	0	0	0	0.4	0	0	0.3	0	0.6
1962-04-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-03	0	0	0	0	NA	0	NA	0	0	0	0.2	0	0	0	0	0	0
1962-04-04	0	0	0.3	0.6	NA	0	NA	0	0	0.8	0.8	0	0	0	0	1	0
1962-04-05	0	0	1.5	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-06	32.6	20.1	4.9	50.4	NA	35.5	NA	46.4	39	37.8	92.7	7.5	29.9	44	39.6	40	32.3
1962-04-07	5.9	13.3	5	4	NA	0	NA	0.3	0	0.3	0.1	0	0	0	0.2	1	0.2
1962-04-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1.6	0	2.8
1962-04-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0.1	0.5	1.5	0	0
1962-04-13	0	0.1	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-14	16.6	0.1	12.3	5.6	NA	10.3	NA	23.2	6.4	12.3	25.3	0	0.4	0.6	0	13	0
1962-04-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	2.5	0.4	0	0
1962-04-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-20	19.2	0	0.1	7.2	NA	20.8	NA	26.2	43.8	NA	16.4	23.7	1.6	2.5	6.7	9	8.3
1962-04-21	0	9.3	6.5	1	NA	2.8	NA	0	0	0	0	0	0	0	0	0	0
1962-04-22	0	1.5	0.4	0.7	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-25	0	0	0.3	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-28	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-04-29	0	0	0	0	NA	0	NA	0	0.6	0	0	0	0	0	1	0.4	0.2
1962-04-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-01	42	4.7	1.5	0.5	NA	12.4	NA	20	0	11.5	11	0	0	4.5	3	6	0
1962-05-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-14	0	0	0	0	NA	0	NA	3.5	0	0	0	0	0	0	0	0	0
1962-05-15	1.2	0	1.5	0.6	NA	0	NA	0.1	0.4	1.5	10.6	0	0	0	0.6	3.5	0.4
1962-05-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-18	0	2	8	4.2	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-19	3.7	3.4	0.6	5.6	NA	12.8	NA	10.6	0	1.5	13.2	0	0	0	0	0	0
1962-05-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-26	1.5	0	0	0	NA	0	NA	0	4	4.3	0	3.9	2.7	2.5	3.4	0.3	3.9
1962-05-27	2.7	10.6	11.7	8.8	NA	0	NA	0	6.4	5.8	0.4	10.3	7.5	12	0	0	0.4
1962-05-28	0.5	0.1	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0.5	0
1962-05-29	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-05-30	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0.5	0	0.4
1962-05-31	0	0	0	0	NA	0	NA	0	0	1	0	1.3	2.2	4	7.6	0	4.6
1962-06-01	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0.3	0	0
1962-06-02	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-03	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-04	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-05	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-08	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-13	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-14	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-19	0	0.7	0.8	0	NA	0	NA	0	0	0	0	5.2	0	0	0	0	0
1962-06-20	0	0	0	0	NA	0	NA	0	0	0	0.3	0	0	0	0	0	0
1962-06-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0.4	0	0	0	0.6
1962-06-24	0	0	0	0	NA	0	NA	0	0	0	0	1.7	1	0	0.5	0	0.2
1962-06-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0.6
1962-06-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-27	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-06-28	0.3	0.4	2.7	1.1	NA	0.2	NA	0.4	0	0	0	1.8	0	0	0	0	0
1962-06-29	0.8	0	0	0	NA	0	NA	0.2	0.4	5	3.5	0.5	0	0	0	0	0
1962-06-30	0	0.1	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-01	0	0.1	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-02	0	4.2	10.4	22	NA	27.6	NA	14.8	0	0	0	0	0	0	0	0	0
1962-07-03	3.1	8.1	8.4	21.7	NA	27.6	NA	42.9	0	3.5	37.7	0	0	0	0.4	9	0
1962-07-04	6	0	0.3	2.7	NA	4.2	NA	15.3	0.7	0	23.3	0	1	0.7	0.7	9	0.4
1962-07-05	0	0	0	0	NA	0	NA	0	0	0.1	0	0	0	0	0	0	0
1962-07-06	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-07	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-08	0.4	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-09	0	0	0	0	NA	0	NA	0	0	0	0	0	0	30.5	0	0	0
1962-07-10	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-11	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-12	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-13	0.8	10	0.6	0.2	NA	0	NA	0	4.8	0.1	0.6	0	0	0	0	0	0
1962-07-14	0.4	2.2	2.3	1.2	NA	4	NA	8.3	0.9	2.5	0.7	0	0	0	0.4	0	0
1962-07-15	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-16	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-17	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-18	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-19	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-20	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-21	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-22	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-23	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-24	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-25	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-26	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-27	0	0.1	2.6	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
1962-07-28	0	0	0	0	NA	1.7	NA	0	0	0	0	0	0	7	0	0	0
